id,title,company,location,url,salary_raw,description,city,insights,scraped_at,enriched_at
228,Software Engineer - Backend,Snowflake,"Menlo Park, CA, United States (+1 other)",,Not listed,"Snowflake is about empowering enterprises to achieve their full potential — and people too. With a culture that’s all in on impact, innovation, and collaboration, Snowflake is the sweet spot for building big, moving fast, and taking technology — and careers — to the next level.

We’re at the forefront of the data revolution, committed to building the world’s greatest data and applications platform. Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Data Cloud allows sharing live data in governed and secure ways so our customers can solve their business problems.

Data Cloud allows sharing live data in governed and secure ways so our customers can solve their business problems. Come join our world-class team as a Software Engineer to build the backend services for data cloud to help our customers to share data internally within their company or outside with external organizations.

We are investing in initiatives across multiple engineering areas that include: Apps & Collaboration, Marketplace, Data Governance, Clean Rooms, IAM, KMS, Trust Center, Manageability, and Product Experience.

AS A SOFTWARE ENGINEER, YOU WILL:
• Design and build features, and/or distributed platforms at scale.
• Drive impactful initiatives for the globally distributed infrastructure
• Collaborate with product managers, architects, other engineering teams, and business groups, to drive end-to-end solutions.
• Contribute",San Francisco,"{'summary': ""Snowflake's backend dev role is a soul-sucking vortex of bureaucratic busywork, where your genius will be slowly drained by endless meetings and pointless feature creep."", 'vibe': 'faang_tier|corporate_zombie|avoid', 'red_flags': ['lack of technical challenge', 'overemphasis on process', 'high stress levels'], 'green_flags': [' cutting-edge tech stack', 'global team collaboration', 'impactful work'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 18:33:59.481463,2025-11-29 18:33:59.481463
229,Senior Software Engineer - DevOps,Voxel,"San Francisco, CA, United States",,Not listed,"Who Are We

Industrial labor is incredibly dangerous work - almost 3 million people in the US per year are injured in the workplace for entirely preventable and at times, fatal or debilitating causes. Protecting these essential people who power our world is what motivates Voxelitos, and we'd love for you to join us. At Voxel, we're passionate about revolutionizing workplace safety and operations with groundbreaking, full-stack AI and computer vision technology.

Voxel’s site intelligence platform helps safety and operations leaders see the unseen risks, make strategic decisions, and prevent workplace incidents before they happen. Our customers include Fortune 500 companies across major grocers and retailers, manufacturers, food and beverage warehousers, supply chain and logistics service providers. Based in SF with team members sitting all over the globe, Voxel is backed by industry leading VC’s.

We are looking for engineers who are excited by the thought of building a large scale video and data processing infrastructure from the ground up. As a software engineer on the platform team, you will be working directly on the systems that power our ML pipeline, Web platform, and Edge devices. You will leverage both your software and infrastructure engineering experience to lay the foundation for critical services our which customers depend on to make their workplaces safer. As part of the platform team you will collaborate with engineers on other teams to help ensure the reliabili",San Francisco,"{'summary': ""You'll build the skeleton of a platform that'll literally save lives, but probably still work 80-hour weeks in San Francisco."", 'vibe': 'faang_tier', 'red_flags': ['crazy VC expectations', 'high burnout potential', 'remote team members scattered across globe'], 'green_flags': ['world-changing mission', 'fortune 500 customers', 'interesting tech stack'], 'seniority': 'senior', 'match_score': 60}",2025-11-29 18:34:03.922026,2025-11-29 18:34:03.922026
230,Data Engineer-Entry Level,Emonics LLC,"San Francisco, CA, United States",,Not listed,"Position Overview

Emonics LLC is seeking a passionate and detail-oriented Entry-Level Data Engineer to join our growing data and analytics team in Houston. This role is perfect for recent graduates or early-career professionals who are eager to develop their skills in data engineering, ETL pipelines, and cloud-based data solutions. You’ll work alongside senior engineers and analysts to design, build, and optimize data systems that support business intelligence and analytics initiatives.

Key Responsibilities

Assist in designing, building, and maintaining data pipelines and ETL processes.

Work with structured and unstructured data from multiple sources.

Support data integration, transformation, and loading into data warehouses or cloud environments.

Collaborate with data analysts and scientists to ensure data availability and quality.

Implement data quality checks and monitor data pipeline performance.

Document workflows, data models, and system architectures.

Stay current with emerging tools and technologies in data engineering and analytics.

Required Qualifications

Bachelor’s degree in Computer Science, Data Engineering, Information Systems, Statistics, or a related field.

Strong understanding of SQL and relational database systems.

Basic programming skills in Python, Java, or Scala.

Familiarity with ETL concepts, data modeling, and data warehousing.

Strong problem-solving and analytical thinking abilities.

Excellent communication and teamwork skills.

Preferr",San Francisco,"{'summary': 'This entry-level Data Engineer role is an insult to anyone with a pulse, offering a stagnant role in a Houston office while pretending to be a San Francisco-based company.', 'vibe': 'corporate_zombie', 'red_flags': ['Misaligned job posting with location', 'Entry-level role in Houston with a San Francisco name', 'Faux-tech company in a non-tech city'], 'green_flags': ['Possible training opportunities', 'Decent salary potential', 'Some exposure to cloud-based solutions'], 'seniority': 'junior', 'match_score': 32}",2025-11-29 18:34:07.861197,2025-11-29 18:34:07.861197
231,"Senior Software Engineer, Full Stack, Core",Google,"New York, NY, United States",,Not listed,"Minimum qualifications:
• Bachelor’s degree or equivalent practical experience.
• 5 years of experience programming in Java or C++.
• 5 years of experience programming in JavaScript or TypeScript.
• 3 years of experience testing, maintaining, or launching software products.
• 1 year of experience with software design and architecture.

Preferred qualifications:
• Master's degree or PhD in Computer Science or related technical field.
• 5 years of experience with data structures/algorithms.
• 1 year of experience in a technical leadership role.
• Experience developing accessible technologies.

About the jobGoogle's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack",New York,"{'summary': ""This job is a gut-check for engineers who want to be part of Google's machinery, but may lose their soul in the process."", 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['Overemphasis on Java and C++ for a full-stack role', 'Lack of clear project details', 'No explicit mention of salary or benefits'], 'green_flags': ['Opportunity to work on a critical project', 'Experience in data structures/algorithms a plus', ""Google's brand reputation""], 'seniority': 'mid', 'match_score': 60}",2025-11-29 18:34:12.206988,2025-11-29 18:34:12.206988
232,Senior Software Engineer - Backend,Plaid,"New York, NY, United States",,Not listed,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.",New York,"{'summary': ""You'll be sharpening your backend skills on a knife-edge of chaos, where startup ferocity meets legacy code and regulatory compliance."", 'vibe': 'startup_chaos|faang_tier', 'red_flags': ['Insanely aggressive growth goals will suck the life out of you', 'Crazy-long onboarding process for new engineers', 'Unpredictable leadership and constant restructuring'], 'green_flags': [""Plaid's network and connections to financial institutions are unparalleled"", 'Competitive compensation and benefits package', 'Opportunities to work with cutting-edge fintech technologies'], 'seniority': 'senior', 'match_score': 62}",2025-11-29 18:34:16.206238,2025-11-29 18:34:16.206238
233,"Machine Learning Engineer, Applied AI",Ideogram,"New York, NY, United States",,Not listed,"About Ideogram

Ideogram’s mission is to make world-class design accessible to everyone, multiplying human creativity. We build proprietary generative media models and AI native creative workflows, tackling unsolved challenges in graphic design. Our team includes builders with a track record of technology breakthroughs including early research in Diffusion Models, Google’s Imagen, and Imagen Video. We care about design, taste, and craft as much as research and engineering – shipping experiences that creatives actually love.

We’ve raised nearly $100M, led by Andreessen Horowitz and Index Ventures. Headquartered in Toronto with a growing team in NYC, we're scaling fast, aiming to triple over the next year. We're a flat team with a culture of high ownership, collaboration, and mentorship.

Explore Ideogram 3.0, Canvas, and Character blog posts, and try Ideogram at ideogram.ai.

The Opportunity

We’re hiring our first Machine Learning Engineer to lead applied AI initiatives. You’ll bridge research and product, turning frontier generative models into production features across our first-party app and API. You’ll experiment quickly, build rigorous evaluations and datasets, and partner with research, engineering, infra, and product to ship reliable and scalable ML systems. You’ll fine-tune and deploy models for creative use cases (text-to-image, image-to-text, image enhancement and editing, multimodal), set clear success metrics (quality, latency, cost), and contribute to safety, m",New York,"{'summary': 'This job is a perfect storm of overpromising, underdelivering, and toxic startup culture, with a side of VC-driven ego and a healthy dose of burnout.', 'vibe': 'startup_chaos|faang_tier', 'red_flags': ['Burnout', 'Toxic startup culture', 'Overhyped expectations'], 'green_flags': ['Strong research team', 'Generative models', 'API and app focus'], 'seniority': 'junior|mid', 'match_score': 30}",2025-11-29 18:34:20.731305,2025-11-29 18:34:20.731305
234,Software Engineer - Data Infrastructure,Assembled,"New York, NY, United States",,Not listed,"About Assembled

Great customer support requires human agents and AI in perfect balance, and Assembled is the only unified platform that orchestrates both at scale. Companies like Canva, Etsy, and Robinhood use Assembled to coordinate their entire support operation — in-house agents, BPOs, and AI — in a single operating system. With AI Agents that resolve cases end-to-end, AI Copilot for agent assistance, and AI-powered workforce management that optimizes both human and AI capacity, Assembled helps teams deliver faster, better service while making smarter decisions about how to staff and automate. Backed by $70M from NEA, Emergence Capital, and Stripe, we're building the platform that makes AI and human collaboration actually work.
The Role

We’re looking for an experienced software engineer to help shape the foundation of Assembled’s data systems. You’ll join our Data Infrastructure team, a close partner to both our Core Infrastructure and AI Infrastructure teams, to own how data is modeled, stored, and served across the company. This work powers everything from customer-facing dashboards to internal analytics and AI-driven product features.

We're currently rebuilding our metrics infrastructure from the ground up. Our legacy Go-based system made it difficult to scale, maintain, and trust the metrics we expose. We’re building a new analytics stack that enables fast, reliable metric queries and simplifies the development of new reports. You’ll be joining at a pivotal moment—e",New York,"{'summary': ""This role is a frantic sprint to rebuild a metrics infrastructure from the ground up, with a legacy system that's a ticking time bomb, and a team that's hemorrhaging trust in its data."", 'vibe': 'faang_tier|startup_chaos', 'red_flags': ['Legacy Go-based system is a known monstrosity', '70M funding could mean a cash-burning machine', 'Metrics infrastructure is a core function, but the company is still figuring it out'], 'green_flags': ['Opportunity to design a new analytics stack', 'Collaboration with multiple infrastructure teams', 'Backed by reputable VCs'], 'seniority': 'senior', 'match_score': 72}",2025-11-29 18:34:24.884503,2025-11-29 18:34:24.884503
235,"Senior Software Engineer, DevOps - Data Platform",Roku,"New York, NY, United States",,Not listed,"Teamwork makes the stream work.

Roku is changing how the world watches TV

Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About the Team

Roku runs one of the largest data lakes in the world. We store over 70 petabytes of data, run more than 10 million queries per month, and scan over 100 petabytes of data per month. The Big Data team is the one responsible for building, running, and supporting the platform that makes this possible. We provide all the necessary tooling to acquire, generate, process, monitor, validate, and access data in the lake for both streaming and batch data. We are also responsible for generating the foundational data. The systems we provide include Scribe, Kafka, Hive, Presto, Spark, Flink, Pinot, and others. The team is actively involved in Open Source, and we are planning to",New York,"{'summary': ""Join a data lake behemoth with a toxic culture of 'making a valuable contribution' while drowning in 100 petabytes of data and bureaucratic red tape."", 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['overwhelming data processing demands', 'bogged down in legacy systems', 'culture of hero engineering'], 'green_flags': ['innovative tech stack', 'huge data volume challenge', 'opportunity for growth'], 'seniority': 'senior', 'match_score': 52}",2025-11-29 18:34:28.923615,2025-11-29 18:34:28.923615
236,Senior Lead Software Engineer - Data Engineer,JPMC Candidate Experience page,"Jersey City, NJ, United States",,Not listed,"We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible.

As a Senior Lead Software Engineer at JPMorgan Chase within the Corporate Sector's Finance Technology team , you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. As a core technical contributor, you are responsible for conducting critical technology solutions across multiple technical areas within various business functions in support of the firm’s business objectives.

Join us as a Lead Software Engineer and play a pivotal role in building the next-generation platform designed specifically for our Financial Planning and Analysis teams. You’ll empower finance professionals across the bank—from strategic planners to forecasting experts and business analysts—to model, consult, forecast, and plan with unprecedented agility and insight.

This is your opportunity to transform how our FP&A teams operate, enabling smarter decision-making, deeper analysis, and more effective financial strategies at one of the world’s most innovative financial institutions.

Job responsibilities
• Architect and Build: Design and develop robust, scalable, and high-performance platforms for finance users, enabling advanced analysis, modeling, forecasting, and planning capabilities.
• Lead and Inspire: Guide a talented team of engineers, fostering a culture of innovation, co",New York,"{'summary': ""A soul-sucking corporate job with a misleading title that's a thinly veiled attempt to poach a mid-level engineer with a six-figure salary and a 401k."", 'vibe': 'corporate_zombie', 'red_flags': ['Responsibilities sound like a laundry list of vague buzzwords', ""Title doesn't match job description"", 'No mention of actual technical challenges or innovation', 'Jersey City commute from NYC is a nightmare'], 'green_flags': ['JPMorgan Chase has a reputation for stability', 'Potential for professional growth in a large organization', 'Salary and benefits will be decent'], 'seniority': 'senior', 'match_score': 42}",2025-11-29 18:34:33.19688,2025-11-29 18:34:33.19688
237,"Lead Software Engineer, Back End",Capital One,"New York, NY, United States",,Not listed,"Lead Software Engineer, Back End

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One Software Engineer, you’ll have the opportunity to be on the forefront of driving a major transformation within Capital One.

What You’ll Do:
• Lead a portfolio of diverse technology projects and a team of developers with deep experience in distributed microservices, and full stack systems to create solutions that help meet regulatory needs for the company
• Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology communities, mentoring other members of the engineering community, and from time to time, be asked to code or evaluate code
• Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve financial empowerment
• Utilize programming languages like Java, Python, SQL, Node, Go, and Scala, Open Source RDBMS and NoSQL databases, Container Orchestration services including Docker and Kubernetes, and a",New York,"{'summary': ""Another soul-sucking corporate job where you'll be suffocating under layers of bureaucratic red tape, dreaming of the days when you were actually changing the world, not just pretending to."", 'vibe': 'faang_tier|corporate_zombie', 'red_flags': [""overemphasis on 'diverse technology projects'"", 'lack of clear innovation goals', 'excessive jargon'], 'green_flags': ['opportunity to work on complex problems', 'access to emerging technologies', 'robust cloud-based solutions'], 'seniority': 'mid', 'match_score': 45}",2025-11-29 18:34:37.453908,2025-11-29 18:34:37.453908
238,Software Engineer – 2026 Grad,Point72,"New York, NY, United States",,Not listed,"A Career with Point72’s Technology Team

As Point72 reimagines the future of investing, our Technology team is constantly improving our company’s IT infrastructure, positioning us at the forefront of a rapidly evolving technology landscape. We’re a team of experts experimenting, discovering new ways to harness the power of open-source solutions, and embracing enterprise agile methodology. We encourage professional development to ensure you bring innovative ideas to our products while satisfying your own intellectual curiosity.

About the Software Engineer role

In this role, you will:
• Develop and enhance software applications that support trading systems, research platforms, and data analysis tools
• Participate in code reviews to maintain existing codebases and ensure software scalability and integrity
• Gain exposure to technologies and methodologies like AI, machine learning, big data, and cloud computing to solve complex problems
• Collaborate with cross-functional teams to ensure technology solutions align with business goals and processes
• Document and present design decisions, code, and functionalities to team members and stakeholders
• Interact with senior-level professionals

What’s required
• Expected Bachelor’s degree between Fall 2025 and Spring 2026
• Strong programming skills in one or more of the following languages: Python, Java, C++, or similar
• Familiarity with software development methodologies and tools (e.g., Git, JIRA)
• Ability to manage multiple ta",New York,"{'summary': 'Point72 is hiring fresh meat to toil on trading software, where the only thing more intense than the coding challenges is the culture of backstabbing on Wall Street.', 'vibe': 'faang_tier', 'red_flags': ['intense work hours', 'aggressive expectations', 'limited work-life balance'], 'green_flags': ['opportunities for professional growth', 'state-of-the-art tech stack', 'collaborative team environment'], 'seniority': 'junior', 'match_score': 60}",2025-11-29 18:34:41.672596,2025-11-29 18:34:41.672596
239,Backend Software Engineer - Application Development,Palantir Technologies,"New York, NY, United States",,Not listed,"A World-Changing Company

Palantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.

The Role

Backend Software Engineers at Palantir build software at scale to transform how organisations use data. Our Software Engineers are involved throughout the product lifecycle, from idea generation, design, prototyping, and production delivery. You will collaborate closely with technical and non-technical teammates to understand our customers' problems and build products that solve them. We encourage movement across teams to share context, skills, and experience, so you'll learn about many different technologies and aspects of each product. Engineers work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop, becoming a strong technical contributor and engineering leader.

Your day-to-day workflow will vary, adapting to the requirements of our users and the technical challenges that arise. One day, you may find yourself collaborating with other engineers to architect a new system that enables a novel workflow, the next you could be fine-tuning performance to enable low-latency operational outcomes.

Our Product Development organisation is made up of small teams of Software Engineers. Each team focuses ",New York,"{'summary': ""Join Palantir, where 'world-changing' is just a euphemism for 'data wrangling for the NSA'."", 'vibe': 'faang_tier', 'red_flags': ['overemphasis on buzzwords', 'tight control over engineering decisions', 'possible conflicts with government surveillance'], 'green_flags': ['influential tech stack', 'opportunities for career growth', 'collaborative team culture'], 'seniority': 'mid', 'match_score': 40}",2025-11-29 18:34:45.763363,2025-11-29 18:34:45.763363
240,Machine Learning Engineer,NBA NBA,"New York, NY, United States",,Not listed,"WORK OPTION: The NBA currently provides eligible employees the option of working remotely one day per week.

_________________

Position Description:

The NBA is seeking an experienced machine learning software engineer to be a key contributor to the Automated Officiating team. This team sits within Basketball Strategy & Growth, and its primary goal is to develop advanced, multi-modal officiating capabilities to enhance call accuracy, streamline game flow, and provide decision-making consistency and transparency. This is a small team that works like a startup within the NBA and provides significant opportunities for ownership and accelerated learning and growth.

Ideal candidates will bring considerable expertise building and owning modern vision models and ML pipelines in production and are able to contribute to all aspects of a real-world perception system, from sensor processing pipelines to scalable ML data, training, modeling and evaluation pipelines. This role will report to the Engineering Lead and play a critical role in taking our product from 0 to 1, leveraging expertise typically found in autonomous vehicles, robotics, AR/VR or other real-time ML-driven systems.

Group Summary:

The Basketball Strategy & Growth department is responsible for data collection, analysis and technology pertaining to all on-court activities. The group, in partnership with Referee Operations, oversees the Game Review Program to help drive improvements in referee performance and rules clar",New York,"{'summary': ""A glorified referee's assistant gets to build ML magic for the NBA, but don't expect a slam dunk in terms of salary or work-life balance."", 'vibe': 'faang_tier|startup_chaos|avoid', 'red_flags': ['1. Limited ownership due to bureaucratic parent company', '2. Remote work options may be a mirage', '3. Could be stuck in the NBA bubble with no escape'], 'green_flags': ['1. Unique opportunity to work on real-world ML projects', '2. Collaborative team with startup vibes', '3. Opportunity to impact game-changing tech'], 'seniority': 'senior', 'match_score': 62}",2025-11-29 18:34:50.030651,2025-11-29 18:34:50.030651
241,Staff Engineer-Data Bridge,Hatch,"Austin, TX, United States",,Not listed,"MUST BE BASED IN NYC OR Austin, No Relocation

Onsite/Hybrid in SOHO (Remote if in Austin)-No Exceptions

Not able to sponsor

About Hatch

At Hatch, we’re revolutionizing customer service with AI that doesn’t just assist — it transforms how businesses engage with customers. Backed by Y Combinator and top-tier investors like Bessemer Venture Partners and NextView Ventures, we’re doubling revenue year over year and scaling rapidly. We’re building the future of AI-driven customer service — and we’re just getting started.

Role- Staff Software Engineer

As a Staff Engineer on the DataBridge team, you’ll play a critical role in shaping how Hatch connects with the outside world. Our team is responsible for integrating with a wide variety of CRMs and lead sources to seamlessly pull customer data into the Hatch platform. We’re focused on building a scalable, reliable system that makes it easy to add new integrations and expand the capabilities of existing ones. This role is for technical leaders who thrive on solving distributed systems challenges, guiding teams through complex trade-offs, and driving long-term impact across the engineering organization.

About The Role

We’re looking for a Staff Engineer to lead the technical direction of the DataBridge team. You’ll design and build the core systems that power data integrations, ensuring they’re scalable, resilient, and easy to extend. You’ll work closely with engineering leadership to define strategy, mentor engineers, and help th",Austin,"{'summary': 'A megalomaniacal team lead position masquerading as a Staff Engineer role, with an absurdly strict location requirement and zero sponsorship for non-local talent.', 'vibe': 'faang_tier|startup_chaos', 'red_flags': ['MUST BE BASED IN NYC OR Austin, No Relocation', 'Onsite/Hybrid in SOHO (Remote if in Austin)-No Exceptions', 'Not able to sponsor'], 'green_flags': ['Backed by Y Combinator and top-tier investors', 'doubling revenue year over year', 'scalable, reliable system'], 'seniority': 'staff', 'match_score': 30}",2025-11-29 18:34:54.132104,2025-11-29 18:34:54.132104
242,Senior Software Engineer- SRE/Devops,ARM,"Austin, TX, United States",,Not listed,"The Central Engineering Software Group is responsible for developing and improving the software eco-system around Arm's next generation of applications processors.

As a member of the Engineering Infrastructure team, you will have the opportunity to build upon your existing background, knowledge and expertise to provide automated build, test and development solutions along with support to both internal and external software engineering communities!

We seek proactive individuals with experience and understanding of automation tooling, containerisation, CI pipelines, cloud platforms and system administration. We will provide training and mentoring around new technologies and internal processes.
Responsibilities:

Our day-to-day work is multifaceted, and the following are examples of tasks you are likely to be involved in:
• Providing software build and test solutions catering to different market segments such as Mobile, Server, IoT and Automotive
• Lifecycle management of core project infrastructure, from design through to deployment, maintenance, and performance optimisation
• Continuous improvement of workflow quality, security, and efficiency
• Customer support, providing timely analysis and resolution of issues, requirements analysis and task breakdown
• Communication & collaboration with engineering IT, software development teams and the open source community
Required Skills and Experience :
• Prior experience in a DevOps/Infrastructure engineering position, preferably in",Austin,"{'summary': ""Another soul-sucking corporate drone, trapped in a sea of ARM's monotonous ecosystem, tasked with automating the mundane, while pretending to innovate."", 'vibe': 'corporate_zombie', 'red_flags': ['overemphasis on internal tooling', 'lack of autonomy', 'watered-down tech stack'], 'green_flags': ['training and mentoring opportunities', 'collaboration with engineering teams', 'familiarity with cloud platforms'], 'seniority': 'mid', 'match_score': 32}",2025-11-29 18:34:58.305282,2025-11-29 18:34:58.305282
243,Software Engineer - Early Career,General Motors,"Austin, TX, United States (+3 others)",,Not listed,"GM does not provide immigration-related sponsorship for this role. Do not apply for this role if you will need GM immigration sponsorship now or in the future. This includes direct company sponsorship, entry of GM as the immigration employer of record on a government form, and any work authorization requiring a written submission or other immigration support from the company (e.g., H1-B, OPT, STEM OPT, CPT, TN, J-1, etc.)

To help facilitate administration of relocation benefits if you are selected, please apply using the permanent address you would move from.

Work Arrangement:  

Hybrid: This role is categorized as hybrid. This means the successful candidate is expected to report to the office three times per week, at minimum.

Location:

Austin, Texas - GM IT Innovation
Mt. View, California - Mountain View Technical Center
Warren, Michigan - GM Global Technical Center – Cole Engineering Center
Milford, Michigan - General Motors Proving Grounds

The Team:

Software-defined vehicles are revolutionizing the automotive industry, driven by technological advancements and the growing demand for intelligent, safer, and more environmentally sustainable transportation solutions. At the heart of this transformation is software—the driving force behind communication, security enhancements, real-time updates, data processing, and a seamless user experience. These innovations extend beyond consumer benefits, offering significant advantages for business owners.

The adoption of advanced ",Austin,"{'summary': 'GM is sucking the life out of your visa, demanding you show up three times a week in one of four soul-sucking locations across the country.', 'vibe': 'corporate_zombie', 'red_flags': ['no immigration sponsorship', 'inflexible work arrangement', 'multiple locations'], 'green_flags': ['software-defined vehicles', 'hybrid work', 'innovative team'], 'seniority': 'junior', 'match_score': 22}",2025-11-29 18:35:02.320588,2025-11-29 18:35:02.320588
244,Software Engineer 3 (RPA Blue Prism),"V-Soft Consulting Group, Inc.","Austin, TX, United States",,Not listed,"Software Engineer 3 (RPA Blue Prism) (Hybrid)

Primary Location: Austin, Texas

V-Soft Consulting is currently hiring for a Software Engineer 3 (RPA Blue Prism) for our premier client in Austin, Texas.

What You’ll Need

Technical Requirements and Certifications »
• BluePrism Certification: 1 year.
• Microsoft Power Platform Developer Certification: 1 year.

Education And Experience »
• Hands-on experience with RPA development, with at least 4 years specifically using Blue Prism: 8 years.
• Experience with web development including HTML, JavaScript, DOM and HTTP protocol: 8 years.
• Experience with SQL/No-SQL databases: 8 years.
• Experience with RESTful web services: 8 years.
• Hands-on experience with BluePrism, Microsoft Power Automate, and Azure is a must along with the ability to troubleshoot and validate HTTP responses.
• Knowledge of DOM, HTTP protocol, JavaScript, and HTML is also required.

Preferred
• Experience with API development: 4 years.
• Experience with process discovery, requirements gathering, and solution architecture: 4 years.
• Proficiency in programming languages such as C#, Java, or Python: 4 years.
• Experience with Azure infrastructure including troubleshooting: 3 years.
• Experience with software development using Agile methodology: 3 years.
• Experience with Power Automate development: 1 year.
• Prior experience supporting Health and Human Services and OIG: 1 year.

What You’ll Do

Job Responsibilities:
• Perform developer duties that will include ",Austin,"{'summary': 'A grizzled RPA dev stuck in a sea of corporate drudgery, drowning in a swamp of proprietary tech and bureaucratic red tape.', 'vibe': 'corporate_zombie', 'red_flags': ['8 years of experience in a single technology', 'excessive focus on certifications', 'highly restrictive job requirements'], 'green_flags': ['hands-on experience with multiple technologies', 'Azure and Power Platform exposure'], 'seniority': 'junior', 'match_score': 42}",2025-11-29 18:35:06.417936,2025-11-29 18:35:06.417936
245,Sr Software Engineer- DevOps/AWS/Platforms,PayPal,"Austin, TX, United States",,Not listed,"The Company

PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.

We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilit",Austin,"{'summary': ""PayPal's DevOps/SRE role is a ticket to the slow boat of corporate stagnation, where innovation goes to die."", 'vibe': 'corporate_zombie', 'red_flags': ['Bureaucratic red tape,', 'Legacy codebase entropy', 'Lack of autonomy', 'Poor communication'], 'green_flags': ['Global impact,', 'Strong brand recognition', 'Opportunities for growth'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 18:35:10.741758,2025-11-29 18:35:10.741758
